Tempo,Temp In (C),Temp Amb (C)
305,29.31,43.99
305,29.55,43.99
305,29.08,43.99
305,29.31,44.48
305,29.08,43.50
306,29.08,44.97
306,29.55,44.97
306,29.55,43.99
306,28.61,44.48
306,28.85,43.99
307,29.31,44.48
307,28.85,43.99
307,28.61,43.50
307,29.31,43.99
307,29.31,43.50
308,29.08,43.99
308,29.08,43.99
308,29.08,44.97
308,28.85,44.48
308,28.85,43.99
309,29.08,43.50
309,28.61,44.48
309,28.61,43.99
309,28.85,43.99
309,28.61,44.48
310,29.08,44.48
310,28.85,43.99
310,29.78,43.50
310,28.85,43.99
310,29.08,43.99
311,29.08,43.99
311,29.55,43.99
311,29.78,43.99
311,29.78,43.99
311,29.31,43.50
312,29.55,43.99
312,29.08,43.99
312,29.31,43.99
312,29.08,43.50
312,29.78,43.99
313,29.31,43.99
313,29.78,43.50
313,30.02,42.52
313,29.55,43.50
313,29.78,43.99
314,29.55,43.01
314,30.25,43.99
314,30.02,43.99
314,30.02,42.52
314,30.02,43.50
315,30.25,43.50
315,30.25,43.50
315,30.02,43.50
315,29.78,43.50
315,29.78,42.52
316,29.78,43.50
316,30.02,43.50
316,29.78,43.99
316,29.78,43.50
316,29.78,43.50
317,29.78,43.01
317,29.55,43.01
317,29.78,43.99
317,30.02,43.99
317,29.55,43.99
318,30.02,43.50
318,29.55,43.99
318,30.02,43.50
318,29.78,43.50
318,29.78,43.50
319,29.55,43.50
319,30.25,43.50
319,30.02,43.50
319,30.25,43.50
319,29.78,43.50
320,29.78,43.50
320,30.02,43.50
320,30.25,43.50
320,30.02,43.50
320,29.78,43.99
321,30.02,43.99
321,30.02,43.50
321,29.78,43.99
321,30.25,43.99
321,29.78,43.50
322,30.49,43.01
322,30.25,43.99
322,29.78,43.99
322,30.25,43.99
322,30.49,43.99
323,30.49,43.50
323,29.55,43.50
323,30.02,43.50
323,30.49,43.50
323,29.78,43.01
324,30.25,43.01
324,30.25,43.99
324,30.25,43.01
324,30.02,43.50
324,30.02,43.50
325,30.25,43.99
325,29.78,43.50
325,29.78,43.01
325,29.55,43.50
325,29.55,43.99
326,30.02,42.52
326,30.25,43.50
326,30.02,43.50
326,30.25,43.50
326,30.02,43.50
327,30.49,43.50
327,30.25,43.50
327,30.02,43.99
327,29.78,43.50
327,30.25,43.50
328,30.49,43.50
328,30.49,43.01
328,30.49,43.50
328,30.02,43.99
328,30.25,43.99
329,30.02,43.50
329,30.72,43.50
329,30.49,43.99
329,30.72,43.99
329,30.25,43.50
330,30.49,43.99
330,30.49,43.99
330,30.49,43.99
330,29.78,43.01
330,30.02,43.01
331,30.02,42.52
331,30.49,43.50
331,30.49,43.50
331,30.49,43.99
331,30.25,43.99
332,30.25,43.50
332,30.02,43.50
332,29.78,43.50
332,30.02,43.99
332,30.49,43.99
333,29.78,43.50
333,29.31,42.52
333,30.02,43.99
333,30.02,43.50
333,30.25,43.99
334,29.55,43.50
334,29.78,43.50
334,30.02,43.50
334,30.02,43.50
334,30.02,43.50
335,30.25,43.01
335,29.55,43.50
335,29.55,43.50
335,30.02,43.50
335,29.78,43.50
336,29.31,43.50
336,29.78,43.50
336,30.02,43.50
336,30.02,43.01
336,29.78,43.50
337,29.78,43.50
337,29.78,43.50
337,30.02,43.99
337,29.31,43.01
337,30.25,42.52
338,29.78,43.01
338,30.02,43.99
338,30.02,43.99
338,29.78,43.50
338,29.55,43.99
339,30.02,43.50
339,30.02,43.50
339,30.02,43.01
339,29.55,43.50
339,29.78,43.50
340,29.78,43.99
340,30.02,43.99
340,30.02,43.50
340,30.25,43.99
340,29.55,43.50
341,29.55,43.50
341,29.31,43.01
341,29.55,43.50
341,29.55,43.01
341,29.78,43.99
342,30.02,43.50
342,29.55,43.50
342,29.78,43.50
342,29.55,43.50
342,29.31,42.52
343,29.78,42.52
343,29.78,43.01
343,30.02,43.50
343,29.78,43.50
343,30.02,43.50
344,29.55,43.99
344,29.31,43.99
344,29.78,43.50
344,29.31,43.99
344,29.78,43.50
345,29.78,43.50
345,29.78,42.52
345,29.55,43.99
345,29.55,43.99
345,29.78,43.99
346,29.78,42.52
346,29.55,43.50
346,29.55,43.99
346,29.78,43.50
346,30.02,43.50
347,29.55,43.50
347,29.31,43.50
347,29.78,42.52
347,29.55,43.99
347,29.78,43.01
348,29.78,43.50
348,29.55,43.01
348,29.31,43.01
348,29.31,43.50
348,29.78,43.50
349,29.78,43.50
349,29.55,43.01
349,29.78,43.99
349,29.78,43.50
349,29.55,43.50
350,29.78,43.50
350,29.78,43.01
350,30.25,42.52
350,30.25,43.01
350,29.78,42.52
351,30.25,43.50
351,30.02,43.99
351,29.78,42.52
351,30.25,43.50
351,30.25,43.50
352,30.02,43.50
352,30.25,43.50
352,30.25,43.50
352,30.25,42.52
352,30.25,43.50
353,30.49,43.50
353,30.25,42.52
353,30.49,43.50
353,30.02,43.50
353,30.49,43.50
354,30.49,42.52
354,30.25,43.50
354,30.25,43.50
354,30.49,43.01
354,30.49,43.50
355,30.02,43.50
355,30.49,43.50
355,30.02,42.52
355,30.25,43.01
355,30.49,43.50
356,30.25,42.52
356,30.02,43.50
356,30.02,43.50
356,30.25,43.01
356,30.96,43.50
357,30.49,42.52
357,30.49,43.50
357,30.02,43.50
357,30.72,43.50
357,30.49,43.01
358,30.49,43.01
358,30.25,43.01
358,30.49,43.50
358,30.25,43.50
358,30.25,43.50
359,29.78,43.50
359,30.25,42.52
359,30.02,42.52
359,30.49,43.50
359,30.49,43.01
360,30.49,43.50
360,30.25,43.50
360,30.72,43.50
360,30.72,43.50
360,29.78,43.50
361,30.25,43.99
361,30.02,43.50
361,30.25,43.50
361,30.25,43.50
361,30.25,42.52
362,30.49,43.50
362,30.25,43.50
362,30.25,42.52
362,30.49,43.01
362,30.49,43.50
363,30.49,43.99
363,30.49,43.50
363,30.25,43.50
363,30.49,43.50
363,30.49,43.01
364,30.49,43.01
364,30.02,43.01
364,30.49,42.52
364,30.49,43.01
364,30.49,43.01
365,30.72,43.01
365,30.72,43.50
365,30.49,43.50
365,30.96,42.52
365,30.02,43.50
366,30.49,43.50
366,30.72,43.01
366,30.49,43.01
366,30.49,43.01
366,30.49,42.52
367,30.72,42.52
367,30.72,43.50
367,30.49,42.52
367,30.72,43.50
367,30.72,43.01
368,30.49,43.01
368,30.02,43.01
368,30.72,43.01
368,30.25,43.01
368,30.96,42.52
369,30.96,43.01
369,30.02,43.50
369,30.96,42.52
369,30.72,43.50
369,30.49,43.01
370,30.49,43.50
370,30.49,43.50
370,30.49,43.50
370,30.72,42.52
370,30.72,43.01
371,30.49,42.52
371,30.72,42.52
371,30.72,43.50
371,30.96,42.52
371,30.49,43.50
372,30.49,43.01
372,30.49,43.50
372,30.72,43.01
372,30.96,43.01
372,30.72,42.52
373,30.72,42.52
373,30.72,43.01
373,30.96,42.52
373,30.72,43.01
373,30.96,43.01
374,30.72,43.01
374,30.96,43.50
374,30.49,43.01
374,30.25,42.52
374,30.72,43.50
375,30.72,43.01
375,30.72,42.52
375,30.72,43.01
375,30.49,43.01
375,30.72,43.01
376,30.25,43.50
376,30.49,43.99
376,30.02,43.01
376,30.02,43.01
376,30.96,43.01
377,30.49,43.01
377,30.72,43.01
377,30.49,42.52
377,30.49,42.52
377,30.49,43.01
378,30.02,43.01
378,30.72,43.01
378,30.25,43.01
378,30.72,42.52
378,30.72,42.52
379,30.72,43.01
379,30.72,42.52
379,30.72,42.52
379,30.72,42.52
379,30.25,43.01
380,30.25,43.50
380,30.72,43.01
380,30.72,43.01
380,30.96,43.50
380,30.02,43.01
381,30.72,43.01
381,30.96,42.52
381,30.72,42.52
381,30.72,43.01
381,30.72,43.01
382,30.96,42.52
382,30.96,43.01
382,30.72,43.50
382,30.49,43.50
382,30.96,43.01
383,30.96,43.01
383,30.96,43.01
383,30.72,43.01
383,30.49,43.50
383,30.96,42.52
384,30.49,43.01
384,31.19,43.50
384,30.72,43.01
384,30.96,43.01
384,30.72,43.50
385,30.96,42.52
385,30.72,42.52
385,31.19,43.50
385,31.19,43.01
385,31.19,42.52
386,31.19,43.50
386,30.96,43.50
386,30.96,43.01
386,30.72,42.52
386,30.49,43.50
387,30.96,43.50
387,30.96,43.50
387,31.19,43.01
387,31.19,42.52
387,30.96,42.52
388,30.72,43.01
388,30.72,43.50
388,30.72,43.01
388,30.96,42.52
388,30.72,43.01
389,30.72,42.52
389,30.96,43.50
389,31.19,43.01
389,30.96,43.50
389,30.72,43.01
390,30.49,43.50
390,30.96,42.52
390,30.96,43.50
390,30.49,43.01
390,31.19,43.01
391,30.96,42.52
391,30.96,42.52
391,30.72,42.52
391,30.72,42.52
391,30.49,43.50
392,31.19,43.01
392,30.96,43.50
392,30.96,43.01
392,30.49,43.01
392,30.49,42.52
393,31.19,42.52
393,30.72,42.52
393,30.96,43.50
393,30.96,42.52
393,30.25,43.01
394,30.72,43.01
394,31.19,43.01
394,30.49,43.01
394,31.19,43.01
394,30.49,43.01
395,30.72,43.50
395,30.25,43.50
395,30.72,42.52
395,31.19,43.01
395,30.49,43.01
396,31.19,42.52
396,30.96,43.01
396,30.72,43.01
396,30.96,43.01
396,30.72,43.50
397,30.96,43.50
397,30.96,43.01
397,30.96,43.50
397,30.49,43.01
397,30.96,43.01
398,30.49,43.01
398,30.49,43.50
398,30.72,43.01
398,30.96,42.52
398,30.25,43.01
399,30.49,43.01
399,30.49,43.01
399,30.96,42.52
399,30.72,43.01
399,30.96,42.52
400,30.72,42.52
400,30.96,42.52
400,30.96,43.01
400,30.72,42.52
401,30.49,43.01
401,30.72,43.50
401,30.72,43.01
401,30.72,42.52
401,30.72,43.01
402,30.72,43.01
402,30.49,42.52
402,30.72,43.01
402,30.72,42.52
402,30.72,42.52
403,30.49,43.01
403,30.72,42.52
403,30.49,43.01
403,30.49,43.50
403,30.72,42.52
404,30.96,42.52
404,30.49,45.94
404,30.72,49.85
404,30.72,49.36
404,30.72,49.85
405,30.25,50.83
405,30.96,48.39
405,30.72,39.59
405,30.96,48.88
405,30.96,43.50
406,30.72,50.83
406,30.72,48.39
406,30.72,45.45
406,30.25,44.48
406,30.72,46.43
407,30.49,43.99
407,30.72,42.03
407,30.25,42.52
407,30.25,500.00
407,30.96,424.24
408,30.25,462.85
408,30.72,484.36
408,30.49,500.00
408,30.49,500.00
408,30.25,500.00
409,30.96,500.00
409,30.72,500.00
409,30.72,500.00
409,30.96,486.80
409,30.25,47.90
410,30.49,49.36
410,30.72,56.21
410,30.72,54.25
410,30.25,54.74
410,30.72,54.74
411,30.72,54.74
411,30.96,53.27
411,30.49,56.21
411,30.96,54.74
411,30.25,47.90
412,30.96,46.43
412,30.72,38.61
412,30.72,58.16
412,30.49,49.85
412,30.25,50.34
413,30.49,46.43
413,30.25,51.32
413,30.49,77.71
413,30.72,59.14
413,30.25,57.67
414,30.72,57.67
414,30.49,57.67
414,30.72,58.65
414,30.25,59.63
414,30.72,59.14
415,30.72,59.14
415,30.25,59.14
415,30.72,59.63
415,30.49,58.16
415,30.49,60.12
416,30.72,59.14
416,30.49,59.63
416,30.25,59.63
416,30.02,59.63
416,30.02,59.63
417,30.72,59.14
417,30.49,58.65
417,30.25,59.63
417,30.72,59.63
417,30.49,56.70
418,30.72,59.14
418,30.72,57.18
418,30.72,55.72
418,30.25,57.18
418,30.25,70.87
419,30.72,62.56
419,30.72,62.07
419,30.72,59.14
419,30.96,56.21
419,30.72,56.21
420,30.72,56.70
420,30.49,56.70
420,30.72,57.67
420,30.96,53.27
420,30.96,69.89
421,30.25,61.58
421,30.72,54.74
421,30.96,54.74
421,30.49,53.76
421,30.72,50.34
422,30.72,51.81
422,30.96,53.27
422,30.96,53.27
422,30.96,43.01
422,30.96,64.03
423,30.96,62.56
423,30.72,60.12
423,31.19,59.63
423,30.49,60.12
423,30.72,59.63
424,30.72,60.12
424,30.96,60.61
424,30.72,58.65
424,31.19,53.27
424,30.72,53.27
425,30.96,53.27
425,31.19,52.30
425,30.96,51.81
425,30.96,51.32
425,30.96,51.81
426,30.72,60.61
426,30.96,42.52
426,30.96,53.27
426,30.72,52.30
426,30.49,49.36
427,30.96,48.39
427,30.96,50.83
427,30.96,50.34
427,31.19,49.85
427,31.19,47.41
428,30.96,46.92
428,31.19,50.83
428,30.25,48.88
428,31.19,51.32
428,31.19,58.16
429,30.72,57.67
429,31.19,51.81
429,31.19,49.85
429,30.49,55.72
429,30.96,58.65
430,30.96,61.58
430,31.19,62.56
430,30.96,62.07
430,30.72,68.43
430,31.19,67.45
431,30.96,67.45
431,30.96,66.47
431,30.49,54.74
431,31.19,65.98
431,31.42,42.52
432,30.72,38.61
432,30.96,42.52
432,31.42,43.01
432,30.72,42.03
432,30.72,44.48
433,31.19,65.49
433,31.19,66.96
433,30.72,64.03
433,30.96,65.49
433,30.96,65.00
434,30.72,65.49
434,30.72,64.52
434,31.19,63.54
434,31.19,64.52
434,30.72,81.13
435,31.19,75.76
435,31.42,78.69
435,30.96,95.31
435,31.19,91.40
435,31.19,82.11
436,31.19,80.16
436,30.96,78.69
436,31.19,80.65
436,31.19,81.13
436,30.96,80.65
437,31.19,80.65
Tempo,Temp In (C),Temp Amb (C)
3,-0.23,39.10
3,30.25,38.61
3,30.49,39.59
4,30.49,37.63
4,30.72,38.61
4,30.72,0.00
4,30.72,0.00
4,30.72,0.00
5,30.72,0.00
5,30.49,41.06
5,30.72,40.57
5,30.96,39.59
5,30.96,40.08
6,30.96,40.08
6,30.72,44.48
6,30.96,65.00
6,31.19,66.96
6,30.96,65.98
7,31.19,66.96
7,30.96,65.00
7,30.72,65.49
7,31.19,64.52
7,31.19,65.49
8,31.19,65.49
8,30.96,65.98
8,30.72,64.52
8,30.72,67.45
8,31.42,69.40
9,31.42,70.87
9,31.42,72.34
9,31.19,69.40
9,30.96,62.56
9,31.42,65.00
10,31.19,64.03
10,31.66,64.03
10,31.42,64.52
10,31.66,65.49
10,30.96,64.03
11,31.42,63.54
11,31.42,64.03
11,31.66,65.00
11,31.42,64.03
11,31.42,64.03
12,31.66,64.03
12,31.42,64.52
12,31.19,64.52
12,30.49,65.00
12,31.19,65.00
13,31.66,65.00
13,31.66,65.00
13,31.89,65.00
13,31.66,65.00
13,31.66,65.00
14,31.19,65.49
14,31.66,65.00
Tempo,Temp In (C),Temp Amb (C)
3,-0.23,76.74
3,30.25,78.20
3,30.25,79.18
4,30.72,79.67
4,30.72,79.67
4,31.19,80.65
4,31.19,79.18
4,30.72,71.85
5,31.19,72.34
5,31.19,72.34
5,31.42,72.83
5,31.42,73.31
5,31.42,73.31
6,30.96,73.31
6,31.42,73.31
6,31.42,73.31
6,31.42,73.80
6,31.19,74.29
7,31.42,73.80
7,30.96,73.80
7,31.42,74.29
7,31.66,74.29
7,31.66,74.29
8,31.66,74.29
8,31.89,73.80
8,31.66,74.78
8,31.89,74.78
8,31.66,74.78
9,31.66,74.78
9,32.13,74.78
9,31.42,75.27
9,32.13,76.25
9,31.66,76.25
10,31.66,76.74
10,31.89,77.22
10,31.66,77.22
10,32.13,77.22
10,31.66,77.22
11,31.66,76.74
11,32.13,76.74
11,32.13,77.22
11,31.89,77.71
11,31.42,79.67
12,32.13,83.58
12,31.89,87.98
12,31.89,87.00
12,31.89,83.09
12,32.13,83.58
13,32.13,83.09
13,31.89,82.11
13,31.66,81.13
13,32.36,80.16
13,31.89,79.67
14,31.89,79.18
14,31.89,79.18
14,32.13,78.69
14,32.13,78.69
14,32.36,77.71
15,32.13,77.71
15,32.13,78.20
15,31.42,78.20
15,31.89,77.22
15,32.13,78.20
16,32.13,78.20
16,31.89,77.22
16,32.13,76.74
16,32.13,77.22
16,32.13,77.22
17,32.13,77.22
17,32.36,77.22
17,32.13,78.69
17,32.13,74.29
17,32.13,78.20
18,32.36,79.67
18,32.13,78.69
18,32.13,77.71
18,31.66,77.71
18,32.36,77.71
19,31.89,77.71
19,32.13,78.20
19,32.36,78.20
19,32.60,78.69
19,32.13,78.20
20,32.13,77.22
20,32.13,78.69
20,32.36,77.71
20,32.13,77.71
20,32.13,77.71
21,32.36,77.71
21,32.36,76.74
21,31.66,49.36
21,32.60,58.65
21,32.36,60.61
22,32.13,61.09
22,32.60,61.09
22,32.60,61.09
22,32.60,62.56
22,32.60,62.07
23,32.36,62.56
23,32.36,62.07
23,32.60,62.56
23,32.36,68.43
23,32.36,67.45
24,32.13,66.47
24,32.60,65.49
24,32.36,64.03
24,32.13,63.54
24,32.60,63.54
25,32.60,63.05
25,31.66,63.05
25,32.60,63.54
25,31.66,63.05
25,31.66,64.03
26,32.36,63.54
26,32.60,64.03
26,32.60,63.54
26,32.60,63.54
26,32.60,63.05
27,32.36,63.54
27,32.13,64.03
27,32.60,63.05
27,32.60,63.05
27,32.13,34.21
28,32.60,35.68
28,31.89,36.17
28,32.13,35.68
28,32.36,36.66
28,32.60,36.66
29,32.60,35.68
29,32.60,36.66
29,32.83,36.17
29,32.60,35.19
29,32.60,36.17
30,32.60,35.68
30,32.83,35.19
30,33.07,36.17
30,32.83,36.17
30,32.36,36.17
31,33.07,36.17
31,32.83,36.17
31,32.36,36.17
31,32.83,35.68
31,33.07,37.15
32,32.83,35.68
32,32.83,35.68
32,32.60,36.66
32,32.83,35.68
32,32.60,36.17
33,32.60,36.66
33,32.36,36.17
33,32.83,36.66
33,32.60,36.66
33,32.60,36.66
34,33.07,60.61
34,32.83,60.61
34,33.07,63.05
34,32.83,61.09
34,32.60,63.05
35,32.60,62.56
35,32.60,61.58
35,32.83,60.12
35,32.83,60.61
35,32.83,59.63
36,32.83,63.54
36,32.60,59.63
36,32.36,60.61
36,32.83,60.12
36,33.07,60.12
37,32.83,60.12
37,32.83,59.14
37,32.83,59.14
37,32.60,59.63
37,32.60,59.63
38,32.83,59.63
38,33.07,59.63
38,33.07,59.63
38,32.60,60.61
38,32.60,60.12
39,32.60,62.07
39,32.60,61.09
39,32.83,59.14
39,33.30,60.12
39,33.07,59.63
40,32.13,60.12
40,32.13,57.67
40,33.07,58.65
40,33.07,57.18
40,32.83,57.18
41,33.07,61.09
41,32.60,57.67
41,32.83,61.09
41,32.83,59.14
41,32.83,62.07
42,32.60,63.05
42,32.60,62.07
42,33.07,63.54
42,32.83,62.56
42,33.07,58.16
43,33.30,63.05
43,32.60,64.03
43,33.07,63.54
43,33.30,64.03
43,33.07,63.54
44,33.07,61.58
44,32.60,62.56
44,32.36,63.54
44,33.07,62.56
44,32.83,63.05
45,33.07,62.56
45,32.60,63.05
45,32.83,62.07
45,33.07,64.03
45,32.83,63.54
46,33.30,64.52
46,33.07,64.03
46,33.30,64.03
46,33.07,63.54
46,33.30,66.47
47,33.30,66.47
47,33.30,66.47
47,33.30,66.47
47,33.07,66.47
47,32.60,66.47
48,33.30,66.47
48,33.30,65.49
48,33.07,65.49
48,32.36,65.98
48,32.83,65.98
49,33.30,65.98
49,32.83,66.47
49,32.83,65.49
49,33.07,65.98
49,33.54,65.98
50,32.83,65.98
50,33.07,65.98
50,32.60,65.98
50,33.07,65.98
50,32.83,67.94
51,33.30,67.45
51,32.60,67.94
51,32.60,68.43
51,33.07,65.98
51,33.30,0.00
52,33.07,0.98
52,33.30,0.49
52,32.60,0.00
52,33.30,0.00
52,33.07,1.96
53,32.36,66.47
53,32.83,66.47
53,32.60,67.45
53,32.83,66.96
53,33.30,0.98
54,32.83,0.49
54,32.83,0.00
54,33.07,0.49
54,33.07,0.49
Tempo,Temp In (C),Temp Amb (C)
3,-0.23,32.26
3,31.19,31.77
3,31.66,30.79
4,31.89,31.77
4,32.13,32.26
4,32.13,31.77
4,32.36,31.77
4,32.60,31.28
5,32.36,31.77
5,32.36,30.79
5,32.36,32.26
5,32.60,31.77
5,32.36,31.28
6,32.36,31.28
6,32.83,31.28
6,32.60,31.77
6,33.07,30.79
6,33.07,32.26
7,33.07,31.77
7,32.83,30.79
7,32.83,31.77
7,33.07,31.77
7,33.07,30.79
8,32.60,31.28
8,33.07,31.77
8,32.83,31.77
8,32.83,32.26
8,33.07,31.77
9,33.07,31.28
9,32.83,31.28
9,33.07,30.79
9,32.60,31.77
9,33.07,31.77
10,33.07,32.26
10,33.07,30.79
10,33.07,32.26
10,32.83,30.79
10,33.30,31.28
11,33.30,31.77
11,33.07,31.28
11,32.60,31.28
11,33.30,31.28
11,32.60,31.77
12,33.07,31.77
12,33.07,31.77
12,33.07,32.26
12,33.30,31.77
12,33.30,31.77
13,33.30,31.77
13,33.30,30.79
13,33.30,31.77
13,33.30,31.28
13,33.54,31.28
14,33.30,31.77
14,33.30,31.28
14,33.30,31.77
14,33.07,31.77
14,32.83,31.77
15,33.07,30.79
15,33.30,31.77
15,33.30,31.28
15,33.07,31.77
15,33.30,31.28
16,33.54,31.77
16,33.54,31.77
16,33.54,31.77
16,33.30,31.77
16,33.30,31.77
17,33.07,31.28
17,33.54,31.28
17,33.54,31.28
17,33.30,31.28
17,33.30,31.77
18,33.30,31.28
18,33.54,32.26
18,33.07,31.28
18,33.77,31.28
18,33.30,31.28
19,33.07,30.79
19,33.30,32.26
19,33.30,31.77
19,33.30,31.28
19,33.54,30.79
20,33.54,31.77
20,33.54,31.28
20,33.07,30.79
20,33.54,31.28
20,33.30,31.28
21,33.77,31.77
Tempo,Temp In (C),Temp Amb (C)
3,-2.23,33.72
3,32.24,33.24
3,32.24,33.72
4,32.94,33.24
4,33.18,33.24
4,33.18,33.24
4,33.41,33.24
4,33.41,33.72
5,33.18,33.24
5,33.41,33.24
5,33.65,32.75
5,33.41,32.75
5,33.41,32.75
6,33.41,32.75
6,33.88,33.24
6,33.65,33.24
6,34.11,33.24
6,33.88,33.24
7,34.11,32.75
7,33.65,32.75
7,33.88,32.75
7,33.65,32.75
7,33.88,32.75
8,33.88,33.72
8,33.88,33.24
8,34.11,33.24
8,33.88,33.24
8,33.88,33.24
9,33.65,33.24
9,34.11,33.24
9,33.88,32.75
9,34.11,33.24
9,34.35,33.24
10,34.35,32.75
10,34.35,33.24
10,34.35,33.72
10,33.88,33.24
10,34.35,33.24
11,34.11,32.75
11,34.35,33.24
11,34.58,32.75
11,34.11,32.75
11,34.35,33.24
Tempo,Temp In (C),Temp Amb (C)
3,-2.23,33.24
3,32.71,33.72
3,32.94,33.24
3,33.41,33.24
3,33.41,32.26
4,33.18,32.75
4,33.18,33.72
4,33.65,33.24
4,33.88,32.75
4,33.88,33.72
5,33.88,33.72
5,33.88,33.24
5,34.11,33.72
5,34.11,32.75
5,33.88,33.24
6,34.11,33.24
6,34.11,33.24
6,33.88,32.26
6,34.11,33.24
6,34.11,33.72
7,33.88,33.24
7,34.11,32.75
7,34.11,33.24
7,34.11,32.75
7,33.88,33.72
8,34.58,33.24
8,34.58,33.24
8,34.35,33.24
8,34.35,32.75
8,34.35,33.72
9,34.35,32.75
9,34.35,33.72
9,34.58,33.72
9,34.82,33.24
9,33.88,33.24
10,34.35,33.24
10,34.58,33.24
10,34.11,33.24
10,34.11,32.75
11,34.58,33.72
11,34.35,32.75
11,34.58,32.75
11,34.35,33.24
11,34.58,33.24
12,34.58,32.75
12,34.35,32.75
12,33.88,33.72
12,34.58,32.75
12,34.58,33.24
13,34.58,33.72
13,34.35,32.75
13,34.11,33.24
13,34.11,32.75
13,34.35,32.26
14,34.11,32.26
14,34.58,33.24
14,34.58,32.75
14,34.58,33.24
14,34.82,32.75
15,34.35,32.75
15,34.82,32.75
15,34.35,32.75
15,34.58,33.24
15,34.82,32.75
16,34.58,33.72
16,34.35,33.24
16,34.82,32.75
16,34.58,32.75
16,34.35,33.72
17,34.82,32.75
17,34.35,33.24
17,34.82,33.24
17,34.82,33.72
17,34.58,33.72
18,34.35,33.72
18,34.58,32.75
18,34.58,33.24
18,34.58,33.24
18,34.82,33.72
19,34.82,32.26
19,34.82,32.75
19,34.35,32.75
19,34.58,32.75
19,34.58,33.72
20,34.11,32.75
20,34.58,33.24
20,34.82,33.24
20,34.82,33.24
20,34.35,33.24
21,34.11,33.24
21,34.58,32.75
21,34.82,33.24
21,34.82,33.24
21,34.58,33.24
22,35.05,33.24
22,34.82,33.24
22,34.82,33.24
22,34.82,33.72
22,34.82,34.21
23,35.05,33.72
23,35.05,33.24
23,35.05,32.75
23,35.05,32.75
23,34.58,33.72
24,35.05,32.75
24,34.82,33.24
24,35.05,32.75
24,34.58,33.24
24,35.05,32.75
25,35.05,32.75
25,34.82,32.75
25,34.58,32.75
25,34.82,33.24
25,35.05,33.24
26,35.05,33.72
26,35.05,33.24
26,34.82,33.24
26,34.82,33.24
26,35.29,32.75
27,35.29,32.26
27,34.58,32.75
27,34.82,32.75
27,35.05,32.75
27,34.82,33.24
28,35.29,33.24
28,34.58,32.75
28,34.82,33.24
28,34.82,32.75
28,34.82,33.24
29,34.82,32.75
29,34.82,33.24
29,35.05,33.24
29,34.58,32.75
29,34.58,33.24
30,35.05,33.72
30,34.82,32.75
30,35.05,33.24
30,35.05,32.75
30,35.52,33.24
31,34.82,32.75
31,35.05,32.75
31,35.05,33.24
31,35.29,33.72
31,35.05,33.24
32,35.05,33.24
32,34.82,33.24
32,34.58,33.24
32,34.82,32.75
32,35.52,32.75
33,35.05,33.24
33,35.05,32.75
33,35.05,32.75
33,35.05,32.75
33,35.29,33.72
34,34.82,33.24
34,35.29,32.26
34,35.05,32.75
34,35.05,32.75
34,35.05,32.75
35,35.29,33.24
35,34.82,33.72
35,34.82,33.24
35,35.05,33.24
35,35.29,33.72
36,34.82,33.24
36,35.05,32.75
36,35.05,33.72
36,34.82,33.24
36,35.29,33.72
37,35.05,32.26
37,35.29,33.24
37,35.05,32.75
37,34.82,32.75
37,34.82,33.72
38,35.05,32.75
38,35.05,33.24
38,35.29,33.24
38,35.29,33.24
38,35.05,32.75
39,35.05,32.75
39,35.29,32.75
39,35.29,32.75
39,35.29,33.24
39,35.29,32.75
40,35.29,33.24
40,35.05,33.24
40,35.29,33.24
40,35.29,32.75
40,35.05,32.75
41,35.29,32.75
41,34.82,32.75
41,35.05,33.24
41,35.29,32.75
41,35.52,33.24
42,35.29,33.72
42,35.29,33.24
42,35.05,33.24
42,34.82,32.26
42,35.29,33.72
43,35.52,32.75
43,35.29,33.72
43,35.05,33.24
43,35.05,33.72
43,35.29,32.75
44,35.29,32.75
44,35.05,33.72
44,35.29,33.24
44,35.52,33.24
44,34.82,32.75
45,35.05,33.72
45,35.29,32.75
45,35.29,33.24
45,34.82,33.72
45,35.29,32.26
46,35.29,32.26
46,34.82,33.72
46,35.52,33.72
46,35.29,33.24
46,35.52,33.24
47,34.82,32.26
47,35.29,33.24
47,35.29,33.72
47,35.52,33.24
47,35.29,33.72
48,35.29,32.75
48,35.52,33.72
48,35.29,33.24
48,35.52,32.75
48,35.05,34.21
49,35.05,33.24
49,35.29,33.24
49,35.05,33.72
49,35.76,32.75
49,35.52,33.24
50,35.52,33.24
50,35.52,33.72
50,35.52,33.24
50,35.52,33.72
50,35.05,33.24
51,35.05,33.72
51,35.52,33.72
51,35.76,32.75
51,35.76,33.24
51,35.52,33.72
52,35.29,33.72
52,35.52,33.72
52,35.52,33.24
52,35.29,33.24
52,35.29,33.72
53,35.05,32.75
53,35.29,32.75
53,35.52,33.24
53,35.52,33.72
53,35.52,33.72
54,35.52,33.24
54,35.52,33.24
54,35.52,33.24
54,35.52,33.24
54,35.76,33.72
55,35.29,33.24
55,35.76,33.72
55,35.99,33.72
55,35.76,33.24
55,35.05,32.75
56,35.52,33.24
56,35.52,33.72
56,35.29,33.24
56,35.29,32.75
56,35.76,33.72
57,35.29,33.24
57,35.76,33.24
57,35.29,33.24
57,35.76,33.24
57,35.52,33.72
58,35.52,33.24
58,35.52,33.24
58,35.76,33.72
58,35.52,32.75
58,35.29,32.75
59,35.52,32.75
59,35.52,32.75
59,35.99,32.75
